Date,Water,,,,,,,,,,,
14/01/2021," 1,163.387 ",,,,,,,,,,,
11/01/2021," 1,161.788 ",,,,,,,,,,,
10/01/2021," 1,161.274 ",,,,,,,,,,,
09/01/2021," 1,160.909 ",,,,,,,,,,,
06/01/2021," 1,159.234 ",,,,,,,,,,,
03/01/2021," 1,157.718 ",,,,,,,,,,,
28/12/2020," 1,154.556 ",,,,,,,,,,,
22/12/2020," 1,151.388 ",,,,,,,,,,,
22/12/2020," 1,151.388 ",,,,,,,,,,,
22/12/2020," 1,151.388 ",,,,,,,,,,,
16/12/2020," 1,148.194 ",,,,,,,,,,,
14/12/2020," 1,147.148 ",,,,,,,,,,,
06/12/2020," 1,143.211 ",,,,,,,,,,,
18/11/2020," 1,134.576 ",,,,,,,,,,,
18/11/2020," 1,134.576 ",,,,,,,,,,,
18/11/2020," 1,134.576 ",,,,,,,,,,,
12/11/2020," 1,131.860 ",,,,,,,,,,,
02/11/2020," 1,126.968 ",,,,,,,,,,,
25/10/2020," 1,123.063 ",,,,,,,,,,,
22/10/2020," 1,121.634 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
20/10/2020," 1,120.710 ",,,,,,,,,,,
13/10/2020," 1,117.442 ",,,,,,,,,,,
11/10/2020," 1,116.528 ",,,,,,,,,,,
08/10/2020," 1,115.127 ",,,,,,,,,,,
04/10/2020," 1,113.315 ",,,,,,,,,,,
01/10/2020," 1,111.943 ",,,,,,,,,,,
28/09/2020," 1,110.571 ",,,,,,,,,,,
24/09/2020," 1,108.726 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
20/09/2020," 1,107.066 ",,,,,,,,,,,
16/09/2020," 1,105.372 ",,,,,,,,,,,
12/09/2020," 1,103.718 ",,,,,,,,,,,
11/09/2020," 1,103.228 ",,,,,,,,,,,
10/09/2020," 1,102.786 ",,,,,,,,,,,
07/09/2020," 1,101.484 ",,,,,,,,,,,
06/09/2020," 1,101.040 ",,,,,,,,,,,
04/09/2020," 1,100.164 ",,,,,,,,,,,
03/09/2020," 1,099.694 ",,,,,,,,,,,
02/09/2020," 1,099.277 ",,,,,,,,,,,
30/08/2020," 1,097.928 ",,,,,,,,,,,
27/08/2020," 1,096.583 ",,,,,,,,,,,
25/08/2020," 1,095.626 ",,,,,,,,,,,
24/08/2020," 1,095.191 ",,,,,,,,,,,
22/08/2020," 1,094.325 ",,,,,,,,,,,
21/08/2020," 1,093.924 ",,,,,,,,,,,
20/08/2020," 1,093.417 ",,,,,,,,,,,
19/08/2020," 1,092.964 ",,,,,,,,,,,
18/08/2020," 1,092.500 ",,,,,,,,,,,
17/08/2020," 1,092.013 ",,,,,,,,,,,
16/08/2020," 1,091.551 ",,,,,,,,,,,
15/08/2020," 1,091.174 ",,,,,,,,,,,
13/08/2020," 1,090.231 ",,,,,,,,,,,
12/08/2020," 1,089.749 ",,,,,,,,,,,
11/08/2020," 1,089.321 ",,,,,,,,,,,
10/08/2020," 1,088.808 ",,,,,,,,,,,
09/08/2020," 1,088.351 ",,,,,,,,,,,
06/08/2020," 1,087.080 ",,,,,,,,,,,
05/08/2020," 1,086.696 ",,,,,,,,,,,
04/08/2020," 1,086.292 ",,,,,,,,,,,
30/07/2020," 1,084.292 ",,,,,,,,,,,
29/07/2020," 1,083.904 ",,,,,,,,,,,
27/07/2020," 1,083.017 ",,,,,,,,,,,
26/07/2020," 1,082.597 ",,,,,,,,,,,
24/07/2020," 1,081.765 ",,,,,,,,,,,
22/07/2020," 1,080.921 ",,,,,,,,,,,
21/07/2020," 1,080.513 ",,,,,,,,,,,
21/07/2020," 1,080.513 ",,,,,,,,,,,
20/07/2020," 1,080.081 ",,,,,,,,,,,
19/07/2020," 1,079.643 ",,,,,,,,,,,
16/07/2020," 1,078.283 ",,,,,,,,,,,
13/07/2020," 1,076.737 ",,,,,,,,,,,
12/07/2020," 1,076.222 ",,,,,,,,,,,
09/07/2020," 1,074.684 ",,,,,,,,,,,
07/07/2020," 1,073.773 ",,,,,,,,,,,
06/07/2020," 1,073.341 ",,,,,,,,,,,
05/07/2020," 1,072.839 ",,,,,,,,,,,
04/07/2020," 1,072.369 ",,,,,,,,,,,
02/07/2020," 1,071.510 ",,,,,,,,,,,
01/07/2020," 1,070.967 ",,,,,,,,,,,
30/06/2020," 1,070.405 ",,,,,,,,,,,
29/06/2020," 1,069.828 ",,,,,,,,,,,
28/06/2020," 1,069.268 ",,,,,,,,,,,
26/06/2020," 1,068.297 ",,,,,,,,,,,
25/06/2020," 1,067.704 ",,,,,,,,,,,
24/06/2020," 1,067.151 ",,,,,,,,,,,
22/06/2020," 1,066.230 ",,,,,,,,,,,
20/06/2020," 1,065.720 ",,,,,,,,,,,
21/06/2020," 1,065.720 ",,,,,,,,,,,
10/06/2020," 1,059.606 ",,,,,,,,,,,
08/06/2020," 1,058.434 ",,,,,,,,,,,
02/06/2020," 1,055.280 ",,,,,,,,,,,
31/05/2020," 1,054.219 ",,,,,,,,,,,
28/05/2020," 1,052.603 ",,,,,,,,,,,
25/05/2020," 1,051.031 ",,,,,,,,,,,
13/05/2020," 1,045.155 ",,,,,,,,,,,
18/05/2020," 1,047.469 ",,,,,,,,,,,
15/05/2020," 1,045.946 ",,,,,,,,,,,
10/05/2020," 1,043.893 ",,,,,,,,,,,
01/05/2020," 1,040.032 ",,,,,,,,,,,
13/05/2020," 1,045.155 ",,,,,,,,,,,
13/05/2020," 1,045.155 ",,,,,,,,,,,
13/05/2020," 1,045.155 ",,,,,,,,,,,
01/05/2020," 1,040.032 ",,,,,,,,,,,
07/04/2020," 1,030.830 ",,,,,,,,,,,
30/03/2020," 1,027.563 ",,,,,,,,,,,
25/03/2020," 1,025.299 ",,,,,,,,,,,
25/03/2020," 1,025.299 ",,,,,,,,,,,
17/03/2020," 1,021.513 ",,,,,,,,,,,
08/03/2020," 1,018.348 ",,,,,,,,,,,
02/03/2020," 1,016.098 ",,,,,,,,,,,
23/02/2020," 1,013.32 ",,,,,,,,,,,
23/02/2020," 1,013.321 ",,,,,,,,,,,
16/02/2020," 1,010.687 ",,,,,,,,,,,
09/02/2020," 1,008.225 ",,,,,,,,,,,
04/02/2020," 1,006.090 ",,,,,,,,,,,
29/01/2020," 1,003.949 ",,,,,,,,,,,
26/01/2020," 1,002.839 ",,,,,,,,,,,
21/01/2020," 1,000.771 ",,,,,,,,,,,
21/01/2020," 1,000.771 ",,,,,,,,,,,
21/01/2020," 1,000.771 ",,,,,,,,,,,
21/01/2020," 1,000.771 ",,,,,,,,,,,
21/01/2020," 1,000.771 ",,,,,,,,,,,
19/01/2020," 1,000.061 ",,,,,,,,,,,
12/01/2020, 997.623 ,,,,,,,,,,,
09/01/2020, 996.544 ,,,,,,,,,,,
07/01/2020, 995.730 ,,,,,,,,,,,
05/01/2020, 995.040 ,,,,,,,,,,,
03/01/2020, 994.277 ,,,,,,,,,,,
01/01/2020, 992.405 ,,,,,,,,,,,
29/12/2019, 990.589 ,,,,,,,,,,,
25/12/2019, 989.399 ,,,,,,,,,,,
22/12/2019, 988.687 ,,,,,,,,,,,
17/12/2019, 986.406 ,,,,,,,,,,,
15/12/2019, 985.454 ,,,,,,,,,,,
14/12/2019, 985.225 ,,,,,,,,,,,
12/12/2019, 983.379 ,,,,,,,,,,,
11/12/2019, 983.038 ,,,,,,,,,,,
10/12/2019, 982.649 ,,,,,,,,,,,
04/12/2019, 982.259 ,,,,,,,,,,,
03/12/2019, 982.258 ,,,,,,,,,,,
30/11/2019, 980.049 ,,,,,,,,,,,
28/11/2019, 978.384 ,,,,,,,,,,,
25/11/2019, 976.098 ,,,,,,,,,,,
23/11/2019, 974.563 ,,,,,,,,,,,
21/11/2019, 972.96 ,,,,,,,,,,,
21/11/2019,972.963,,,,,,,,,,,
20/11/2019,972.125,,,,,,,,,,,
17/11/2019,969.921,,,,,,,,,,,
14/11/2019,967.797,,,,,,,,,,,
07/11/2019,962.916,,,,,,,,,,,
05/11/2019,961.736,,,,,,,,,,,
04/11/2019,961.44,,,,,,,,,,,
29/10/2019,957.349,,,,,,,,,,,
21/10/2019, 952.81 ,,,,,,,,,,,
21/10/2019,952.81,,,,,,,,,,,
15/10/2019,949.5,,,,,,,,,,,
05/10/2019,944.319,,,,,,,,,,,
26/09/2019,939.141,,,,,,,,,,,
22/09/2019,937.084,,,,,,,,,,,
22/09/2019,937.084,,,,,,,,,,,
20/09/2019,935.758,,,,,,,,,,,
13/09/2019,933.909,,,,,,,,,,,
11/09/2019,932.827,,,,,,,,,,,
08/09/2019,931.318,,,,,,,,,,,
03/09/2019,928.678,,,,,,,,,,,
01/09/2019,927.619,,,,,,,,,,,
28/08/2019,925.543,,,,,,,,,,,
27/08/2019,924.337,,,,,,,,,,,
26/08/2019,920.226,,,,,,,,,,,
26/08/2019,920.226,,,,,,,,,,,
26/08/2019,920.226,,,,,,,,,,,
26/08/2019,920.226,,,,,,,,,,,
24/08/2019,920.033,,,,,,,,,,,
22/08/2019,919.767,,,,,,,,,,,
20/08/2019,919.487,,,,,,,,,,,
17/08/2019,919.083,,,,,,,,,,,
14/08/2019,918.244,,,,,,,,,,,
10/08/2019,916.565,,,,,,,,,,,
07/08/2019,914.835,,,,,,,,,,,
06/08/2019,914.239,,,,,,,,,,,
04/08/2019,913.224,,,,,,,,,,,
28/07/2019,908.428,,,,,,,,,,,
23/07/2019,904.342,,,,,,,,,,,
18/07/2019,903.061,,,,,,,,,,,
14/07/2019,901.756,,,,,,,,,,,
07/07/2019,899.498,,,,,,,,,,,
06/07/2019,899.388,,,,,,,,,,,
04/07/2019,894.898,,,,,,,,,,,
26/06/2019,892.036,,,,,,,,,,,
16/06/2019,890.678,,,,,,,,,,,
26/05/2019,866.446,,,,,,,,,,,
12/05/2019,853.157,,,,,,,,,,,
09/05/2019,850.872,,,,,,,,,,,
30/04/2019,845.132,,,,,,,,,,,
25/04/2019,845.132,,,,,,,,,,,
21/04/2019,844.645,,,,,,,,,,,
09/04/2019,830.699,,,,,,,,,,,
02/04/2019,823.925,,,,,,,,,,,
23/03/2019,816,,,,,,,,,,,
22/02/2019,795,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
